HARRISON BAY,267,106,151,3,502,3,494,7,499,3
HIXSON,107,34,96,2,218,5,210,13,220,2
HUNTER,202,92,156,0,427,10,414,16,423,11
HURRICANE CREEK,220,64,156,3,406,10,397,16,,
KINGSPOINT,22,13,13,0,43,0,42,1,45,0
LAKE HILLS,8,8,3,1,19,1,19,1,19,1
LAKESITE,43,10,38,0,85,2,84,2,84,2
LOOKOUT MOUNTAIN,41,10,61,0,89,6,91,8,,
LOOKOUT VALLEY,191,52,109,1,323,6,318,10,,
LUPTON CITY,72,42,37,1,129,9,130,11,131,9
MEADOWVIEW,212,63,83,2,345,3,336,6,342,1
MIDDLE VALLEY,76,22,46,1,137,1,130,4,135,2
MISSIONARY RIDGE,21,11,39,1,62,4,61,5,,
MOUNTAIN CREEK A,137,48,114,8,270,7,261,8,274,5
MOUNTAIN CREEK B,51,18,26,1,80,5,80,7,75,4
MOUNTAIN CREEK C,4,1,3,0,6,1,6,1,,
MOWBRAY A,10,10,3,0,21,0,20,0,20,0
,REP Governor,,,,REP United States Senate,,"REP United States House of Representatives, District 3",,"REP Tennessee Senate, District 11 District 11",
,VOTE FOR 1,,,,VOTE FOR 1,,VOTE FOR 1,,VOTE FOR 1,
,0 of 93 Precincts Reporting,,,,0 of 93 Precincts Reporting,,0 of 93 Precincts Reporting,,0 of 57 Precincts Reporting,
,Marsha Blackburn,Monty Fritts,John Rose,Write-in Totals,Bill Hagerty,Write-in Totals,Chuck Fleischmann,Write-in Totals,Bo Watson,Write-in Totals
MOWBRAY B,44,24,21,0,84,0,78,2,84,1
MURRAY HILLS,24,18,30,0,65,1,61,3,63,2
NORTH CHATTANOOGA A,36,7,15,1,54,2,52,4,53,1
NORTH CHATTANOOGA B,24,10,15,1,44,4,40,4,,
NORTHGATE,137,41,88,3,243,3,232,9,244,3
NORTHSHORE,105,24,90,3,192,9,181,13,187,9
NORTHWOODS,149,61,101,2,280,7,264,16,268,10
OOLTEWAH,266,49,124,6,429,3,416,9,423,4
OOLTEWAH GEORGETOWN,126,32,90,1,240,0,234,4,234,1
OOLTEWAH RINGGOLD,273,70,172,2,492,6,476,13,,
PLEASANT GROVE A,166,60,123,0,324,3,308,8,325,3
PLEASANT GROVE B,6,2,6,0,14,0,13,0,14,0
POSSUM CREEK,278,72,154,2,478,5,475,8,482,5
RED BANK A,57,25,42,3,103,5,100,5,,
RED BANK B,96,44,56,1,176,2,172,5,173,2
RED BANK C,53,40,32,4,109,4,109,6,108,5
RIDGEDALE,10,8,14,1,24,1,23,2,,
RIDGESIDE,4,3,7,0,12,1,10,3,12,0
RIVERVIEW,34,20,47,3,82,11,78,11,85,9
SALE CREEK,118,53,54,0,211,2,206,4,206,3
SAVANNAH BAY,179,48,123,1,326,7,314,13,324,5
SEQUOYAH,152,57,89,2,283,6,288,4,286,2
SIGNAL MOUNTAIN A,82,29,147,10,202,11,196,18,199,9
SIGNAL MOUNTAIN B,170,63,195,9,366,14,350,21,358,10
SILVERDALE,43,20,21,1,76,4,76,3,,
SODDY DAISY A,225,79,100,1,387,3,378,8,382,6
SODDY DAISY B,209,48,76,0,315,1,302,5,312,1
,REP Governor,,,,REP United States Senate,,"REP United States House of Representatives, District 3",,"REP Tennessee Senate, District 11 District 11",
,VOTE FOR 1,,,,VOTE FOR 1,,VOTE FOR 1,,VOTE FOR 1,
,0 of 93 Precincts Reporting,,,,0 of 93 Precincts Reporting,,0 of 93 Precincts Reporting,,0 of 57 Precincts Reporting,
,Marsha Blackburn,Monty Fritts,John Rose,Write-in Totals,Bill Hagerty,Write-in Totals,Chuck Fleischmann,Write-in Totals,Bo Watson,Write-in Totals
SODDY DAISY C,161,43,80,1,265,3,255,8,264,4
ST ELMO,42,14,37,0,82,5,81,6,,
STUART HEIGHTS,112,40,83,2,215,3,203,8,212,4
SUMMIT,97,54,77,3,216,2,210,4,213,3
TYNER,76,18,45,0,131,2,132,3,,
VALLEYBROOK,350,107,233,3,641,16,621,26,638,15
WALDEN,49,22,62,1,110,5,100,11,106,6
WESTVIEW A,62,19,46,2,121,2,119,3,,
WESTVIEW B,130,46,96,4,253,10,238,18,,
WOLFTEVER,209,51,140,3,376,13,370,18,380,8
WOODMORE,10,3,5,0,16,0,14,0,,
Collegedale Property Rights,0,0,0,0,0,0,0,0,,
Totals,"8,444","2,888","5,619",143,"15,635",349,"15,154",595,"11,132",206
,"REP Tennessee House of Representatives, District 26 District 26",,"REP Tennessee House of Representatives, District 27 District 27",,,"REP Tennessee House of Representatives, District 28 District 28",,"REP Tennessee House of Representatives, District 29 District 29",
,VOTE FOR 1,,VOTE FOR 1,,,VOTE FOR 1,,VOTE FOR 1,
,0 of 31 Precincts Reporting,,0 of 33 Precincts Reporting,,,0 of 27 Precincts Reporting,,0 of 21 Precincts Reporting,
,Greg Martin,Write-in Totals,Tony Hullender,Michele Reneau,Write-in Totals,No Candidate Qualified,Write-in Totals,Greg Vital,Write-in Totals
AIRPORT A,,,,,,0,0,2,0
AIRPORT B,,,,,,0,1,35,1
ALTON PARK,,,,,,0,1,,
APISON B,,,,,,,,75,1
AVONDALE,0,0,,,,0,0,,
BIRCHWOOD,,,,,,,,179,0
BONNY OAKS,0,0,,,,0,5,0,0
BRAINERD,,,,,,0,0,,
BRAINERD HILLS,,,,,,0,0,21,0
BUSHTOWN,14,0,,,,0,1,,
COLLEGEDALE A,,,,,,,,110,0
COLLEGEDALE B,,,,,,,,185,0
CONCORD B,,,,,,,,102,3
COURTHOUSE,4,0,,,,0,2,,
DALEWOOD,,,,,,0,2,,
DALLAS,354,3,0,0,0,,,,
DOWNTOWN,45,1,1,1,0,0,3,,
DUPONT,268,6,,,,,,,
EAST BRAINERD B,,,,,,,,117,2
EAST CHATTANOOGA,,,,,,0,2,,
EAST LAKE,,,,,,0,0,,
EASTGATE,,,,,,0,2,,
EASTSIDE,21,0,,,,0,2,,
FAIRMOUNT,,,71,152,0,,,,
FALLING WATER A,4,0,19,34,0,,,,
FALLING WATER B,,,25,70,0,,,,
,"REP Tennessee House of Representatives, District 26 District 26",,"REP Tennessee House of Representatives, District 27 District 27",,,"REP Tennessee House of Representatives, District 28 District 28",,"REP Tennessee House of Representatives, District 29 District 29",
,VOTE FOR 1,,VOTE FOR 1,,,VOTE FOR 1,,VOTE FOR 1,
,0 of 31 Precincts Reporting,,0 of 33 Precincts Reporting,,,0 of 27 Precincts Reporting,,0 of 21 Precincts Reporting,
,Greg Martin,Write-in Totals,Tony Hullender,Michele Reneau,Write-in Totals,No Candidate Qualified,Write-in Totals,Greg Vital,Write-in Totals
FLAT TOP MOUNTAIN,,,34,28,0,,,,
GANNS,487,7,,,,,,,
GLENWOOD,,,,,,0,2,,
HARRISON,211,2,,,,0,8,,
HARRISON BAY,,,,,,,,503,1
HIXSON,219,5,0,0,0,,,,
HUNTER,,,,,,,,436,5
KINGSPOINT,,,,,,0,9,,
LAKE HILLS,,,,,,0,2,,
LAKESITE,82,4,,,,,,,
LOOKOUT MOUNTAIN,,,63,46,0,,,,
LOOKOUT VALLEY,,,115,226,0,,,,
LUPTON CITY,98,2,14,24,2,,,,
MEADOWVIEW,,,,,,,,348,1
MIDDLE VALLEY,133,1,,,,,,,
MOUNTAIN CREEK A,,,128,174,1,,,,
MOUNTAIN CREEK B,,,44,48,0,,,,
MOUNTAIN CREEK C,,,4,4,0,0,0,,
MOWBRAY A,,,3,19,0,,,,
MOWBRAY B,,,32,56,0,,,,
MURRAY HILLS,,,,,,0,4,,
NORTH CHATTANOOGA A,,,12,13,1,0,5,,
NORTH CHATTANOOGA B,,,,,,0,5,,
NORTHGATE,245,4,,,,,,,
NORTHSHORE,150,4,22,19,1,0,0,,
NORTHWOODS,,,105,202,1,,,,
,"REP Tennessee House of Representatives, District 26 District 26",,"REP Tennessee House of Representatives, District 27 District 27",,,"REP Tennessee House of Representatives, District 28 District 28",,"REP Tennessee House of Representatives, District 29 District 29",
,VOTE FOR 1,,VOTE FOR 1,,,VOTE FOR 1,,VOTE FOR 1,
,0 of 31 Precincts Reporting,,0 of 33 Precincts Reporting,,,0 of 27 Precincts Reporting,,0 of 21 Precincts Reporting,
,Greg Martin,Write-in Totals,Tony Hullender,Michele Reneau,Write-in Totals,No Candidate Qualified,Write-in Totals,Greg Vital,Write-in Totals
OOLTEWAH,,,,,,,,433,2
OOLTEWAH GEORGETOWN,,,,,,,,240,0
OOLTEWAH RINGGOLD,,,,,,,,301,4
PLEASANT GROVE A,322,3,0,0,0,,,,
PLEASANT GROVE B,13,0,,,,,,,
POSSUM CREEK,464,4,3,15,0,,,,
RED BANK A,0,0,69,57,0,,,,
RED BANK B,,,55,136,2,,,,
RED BANK C,0,0,49,80,1,,,,
RIDGEDALE,,,,,,0,6,,
RIVERVIEW,84,8,,,,,,,
SALE CREEK,168,2,15,26,0,,,,
SAVANNAH BAY,,,,,,,,339,1
SEQUOYAH,284,4,0,2,0,,,,
SIGNAL MOUNTAIN A,,,163,107,0,,,,
SIGNAL MOUNTAIN B,,,218,213,3,,,,
SILVERDALE,,,,,,,,76,4
SODDY DAISY A,0,0,136,269,0,,,,
SODDY DAISY B,1,0,143,185,0,,,,
SODDY DAISY C,4,0,123,156,0,,,,
ST ELMO,,,14,55,0,0,2,,
STUART HEIGHTS,209,3,0,0,0,,,,
SUMMIT,,,,,,,,214,2
TYNER,,,,,,,,133,1
VALLEYBROOK,628,14,,,,,,,
WALDEN,,,66,71,1,,,,
,"REP Tennessee House of Representatives, District 26 District 26",,"REP Tennessee House of Representatives, District 27 District 27",,,"REP Tennessee House of Representatives, District 28 District 28",,"REP Tennessee House of Representatives, District 29 District 29",
,VOTE FOR 1,,VOTE FOR 1,,,VOTE FOR 1,,VOTE FOR 1,
,0 of 31 Precincts Reporting,,0 of 33 Precincts Reporting,,,0 of 27 Precincts Reporting,,0 of 21 Precincts Reporting,
,Greg Martin,Write-in Totals,Tony Hullender,Michele Reneau,Write-in Totals,No Candidate Qualified,Write-in Totals,Greg Vital,Write-in Totals
WOLFTEVER,7,0,,,,,,368,9
WOODMORE,,,,,,0,0,,
Totals,"4,519",77,"1,746","2,488",13,0,64,"4,217",37
,"REP Tennessee House of Representatives, District 30 District 30",,"REP State Executive Committeeman, District 10 District 10",,"REP State Executive Committeeman, District 11 District 11",,,"REP State Executive Committeewoman, District 10 District 10",
,VOTE FOR 1,,VOTE FOR 1,,VOTE FOR 1,,,VOTE FOR 1,
,0 of 25 Precincts Reporting,,0 of 35 Precincts Reporting,,0 of 57 Precincts Reporting,,,0 of 35 Precincts Reporting,
,Esther Helton Haynes,Write-in Totals,Kenneth J (Ken) Meyer,Write-in Totals,Derek Greene,David G. Queen,Write-in Totals,Emily Goldberg,Write-in Totals
AIRPORT A,,,,,8,1,0,,
AIRPORT B,,,68,0,,,,60,2
ALTON PARK,5,0,12,0,,,,11,0
APISON A,161,5,159,2,,,,150,2
APISON B,121,4,187,1,,,,181,1
AVONDALE,,,,,2,2,0,,
BIRCHWOOD,,,,,97,61,1,,
BONNY OAKS,,,,,14,13,0,,
BRAINERD,77,1,78,1,,,,72,2
BRAINERD HILLS,18,0,41,0,,,,40,0
BUSHTOWN,,,,,13,9,2,,
COLLEGEDALE A,,,,,62,41,0,,
COLLEGEDALE B,,,168,0,,,,164,0
CONCORD A,59,0,55,2,,,,54,1
CONCORD B,62,1,156,2,,,,158,0
COURTHOUSE,,,19,0,,,,18,0
DALEWOOD,0,0,,,15,2,0,,
DALLAS,,,,,203,151,0,,
DOWNTOWN,,,73,0,,,,68,1
DUPONT,,,,,96,178,4,,
EAST BRAINERD A,177,6,171,6,,,,167,6
EAST BRAINERD B,217,1,322,3,,,,308,4
EAST CHATTANOOGA,,,,,10,10,0,,
EAST LAKE,16,0,20,0,,,,21,0
EAST RIDGE A,171,4,168,4,,,,164,2
EAST RIDGE B,162,5,167,4,,,,157,4
,"REP Tennessee House of Representatives, District 30 District 30",,"REP State Executive Committeeman, District 10 District 10",,"REP State Executive Committeeman, District 11 District 11",,,"REP State Executive Committeewoman, District 10 District 10",
,VOTE FOR 1,,VOTE FOR 1,,VOTE FOR 1,,,VOTE FOR 1,
,0 of 25 Precincts Reporting,,0 of 35 Precincts Reporting,,0 of 57 Precincts Reporting,,,0 of 35 Precincts Reporting,
,Esther Helton Haynes,Write-in Totals,Kenneth J (Ken) Meyer,Write-in Totals,Derek Greene,David G. Queen,Write-in Totals,Emily Goldberg,Write-in Totals
EAST RIDGE C,41,2,39,1,,,,33,2
EAST RIDGE D,124,4,116,2,,,,114,2
EASTGATE,,,30,2,,,,28,1
EASTSIDE,4,0,52,3,,,,49,2
FAIRMOUNT,,,,,121,81,2,,
FALLING WATER A,,,,,29,20,0,,
FALLING WATER B,,,,,43,40,0,,
FLAT TOP MOUNTAIN,,,,,33,26,0,,
GANNS,,,,,201,256,3,,
GLENWOOD,23,0,,,21,19,1,,
HARRISON,,,,,154,130,1,,
HARRISON BAY,,,,,261,193,3,,
HIXSON,,,,,97,130,0,,
HUNTER,,,,,197,198,3,,
HURRICANE CREEK,406,2,381,5,,,,378,3
KINGSPOINT,,,,,19,21,1,,
LAKE HILLS,,,,,11,7,0,,
LAKESITE,,,,,41,39,1,,
LOOKOUT MOUNTAIN,,,86,1,,,,79,1
LOOKOUT VALLEY,,,301,3,,,,288,6
LUPTON CITY,,,,,67,63,2,,
MEADOWVIEW,,,,,215,105,0,,
MIDDLE VALLEY,,,,,54,78,0,,
MISSIONARY RIDGE,64,2,65,0,,,,57,4
MOUNTAIN CREEK A,,,,,123,142,3,,
MOUNTAIN CREEK B,,,,,46,36,1,,
,"REP Tennessee House of Representatives, District 30 District 30",,"REP State Executive Committeeman, District 10 District 10",,"REP State Executive Committeeman, District 11 District 11",,,"REP State Executive Committeewoman, District 10 District 10",
,VOTE FOR 1,,VOTE FOR 1,,VOTE FOR 1,,,VOTE FOR 1,
,0 of 25 Precincts Reporting,,0 of 35 Precincts Reporting,,0 of 57 Precincts Reporting,,,0 of 35 Precincts Reporting,
,Esther Helton Haynes,Write-in Totals,Kenneth J (Ken) Meyer,Write-in Totals,Derek Greene,David G. Queen,Write-in Totals,Emily Goldberg,Write-in Totals
MOUNTAIN CREEK C,,,7,0,,,,5,1
MOWBRAY A,,,,,9,11,0,,
MOWBRAY B,,,,,35,46,0,,
MURRAY HILLS,,,,,28,33,0,,
NORTH CHATTANOOGA A,,,,,23,26,0,,
NORTH CHATTANOOGA B,,,40,1,,,,40,2
NORTHGATE,,,,,94,146,2,,
NORTHSHORE,,,,,89,85,0,,
NORTHWOODS,,,,,143,131,1,,
OOLTEWAH,0,0,,,228,157,0,,
OOLTEWAH GEORGETOWN,,,,,119,96,0,,
OOLTEWAH RINGGOLD,188,3,464,5,,,,458,2
PLEASANT GROVE A,,,,,118,194,0,,
PLEASANT GROVE B,,,,,8,5,0,,
POSSUM CREEK,,,,,254,204,1,,
RED BANK A,,,99,2,,,,101,2
RED BANK B,,,,,101,68,0,,
RED BANK C,,,,,49,57,0,,
RIDGEDALE,,,24,1,,,,25,1
RIDGESIDE,12,0,,,9,5,0,,
RIVERVIEW,,,,,49,41,2,,
SALE CREEK,,,,,134,61,2,,
SAVANNAH BAY,,,,,174,121,3,,
SEQUOYAH,,,,,140,138,2,,
SIGNAL MOUNTAIN A,,,,,90,138,3,,
SIGNAL MOUNTAIN B,,,,,181,187,5,,
,"REP Tennessee House of Representatives, District 30 District 30",,"REP State Executive Committeeman, District 10 District 10",,"REP State Executive Committeeman, District 11 District 11",,,"REP State Executive Committeewoman, District 10 District 10",
,VOTE FOR 1,,VOTE FOR 1,,VOTE FOR 1,,,VOTE FOR 1,
,0 of 25 Precincts Reporting,,0 of 35 Precincts Reporting,,0 of 57 Precincts Reporting,,,0 of 35 Precincts Reporting,
,Esther Helton Haynes,Write-in Totals,Kenneth J (Ken) Meyer,Write-in Totals,Derek Greene,David G. Queen,Write-in Totals,Emily Goldberg,Write-in Totals
SILVERDALE,0,0,75,1,,,,73,0
SODDY DAISY A,,,,,180,173,2,,
SODDY DAISY B,,,,,152,140,2,,
SODDY DAISY C,,,,,163,84,1,,
ST ELMO,,,74,1,,,,72,1
STUART HEIGHTS,,,,,100,94,1,,
SUMMIT,,,,,125,80,2,,
TYNER,,,125,0,,,,117,1
VALLEYBROOK,,,,,238,388,4,,
WALDEN,,,,,54,63,1,,
WESTVIEW A,115,1,111,0,,,,110,1
WESTVIEW B,250,7,241,4,,,,235,4
WOLFTEVER,,,,,193,144,3,,
WOODMORE,,,15,0,,,,14,0
Totals,"2,473",48,"4,209",57,"5,533","5,168",65,"4,069",61
,"REP State Executive Committeewoman, District 11 District 11",,,DEM Governor,,,,,
,VOTE FOR 1,,,VOTE FOR 1,,,,,
,0 of 57 Precincts Reporting,,,0 of 93 Precincts Reporting,,,,,
,Jane Armstrong,Tina J. Benkiser,Write-in Totals,Carnita Atwater,Tim Cyr,Jerri Green,"Adam ""Ditch"" Kurtz",Kevin Lee McCants,Write-in Totals
AIRPORT A,7,1,0,5,1,20,0,0,0
AIRPORT B,,,,19,5,46,5,16,3
ALTON PARK,,,,40,6,58,4,27,2
APISON A,,,,5,3,22,3,1,0
APISON B,,,,10,7,63,0,1,0
AVONDALE,2,2,0,30,2,41,5,22,0
BIRCHWOOD,127,31,1,7,4,25,2,2,1
BONNY OAKS,18,7,0,69,8,132,7,44,4
BRAINERD,,,,31,12,128,9,13,2
BRAINERD HILLS,,,,21,0,67,5,4,2
BUSHTOWN,17,5,0,54,5,128,10,19,7
COLLEGEDALE A,73,26,1,14,3,50,5,5,0
COLLEGEDALE B,,,,6,2,35,0,2,1
CONCORD A,,,,20,5,60,1,11,0
CONCORD B,,,,40,11,90,5,14,2
COURTHOUSE,,,,19,3,51,4,5,1
DALEWOOD,11,4,0,75,20,135,12,71,2
DALLAS,256,77,0,23,3,95,9,7,1
DOWNTOWN,,,,25,6,93,5,10,3
DUPONT,157,67,3,27,8,137,3,11,2
EAST BRAINERD A,,,,38,8,110,4,12,1
EAST BRAINERD B,,,,53,13,134,10,23,1
EAST CHATTANOOGA,15,2,1,66,11,83,9,36,6
EAST LAKE,,,,17,2,27,1,5,0
EAST RIDGE A,,,,28,13,128,10,12,0
EAST RIDGE B,,,,38,9,178,6,9,3
EAST RIDGE C,,,,19,5,51,1,1,1
EAST RIDGE D,,,,18,9,68,5,5,0
EASTGATE,,,,56,7,162,14,31,8
,"REP State Executive Committeewoman, District 11 District 11",,,DEM Governor,,,,,
,VOTE FOR 1,,,VOTE FOR 1,,,,,
,0 of 57 Precincts Reporting,,,0 of 93 Precincts Reporting,,,,,
,Jane Armstrong,Tina J. Benkiser,Write-in Totals,Carnita Atwater,Tim Cyr,Jerri Green,"Adam ""Ditch"" Kurtz",Kevin Lee McCants,Write-in Totals
EASTSIDE,,,,53,17,148,3,19,7
FAIRMOUNT,108,72,1,16,0,54,2,2,3
FALLING WATER A,30,11,0,2,3,8,3,0,1
FALLING WATER B,51,24,0,5,3,31,3,2,0
FLAT TOP MOUNTAIN,34,19,0,3,0,8,1,0,0
GANNS,315,91,7,22,5,140,6,6,2
GLENWOOD,17,19,1,57,11,130,15,30,1
HARRISON,185,80,0,51,14,138,8,15,4
HARRISON BAY,343,107,2,26,15,94,11,10,1
HIXSON,136,71,0,32,8,138,9,10,3
HUNTER,275,106,4,27,9,118,6,8,4
HURRICANE CREEK,,,,35,8,153,5,25,7
KINGSPOINT,24,15,0,36,11,104,10,29,3
LAKE HILLS,12,4,0,36,8,94,4,15,1
LAKESITE,50,24,1,3,3,18,1,1,0
LOOKOUT MOUNTAIN,,,,7,2,26,0,1,0
LOOKOUT VALLEY,,,,19,11,122,3,8,0
LUPTON CITY,88,30,2,35,6,148,12,9,4
MEADOWVIEW,250,67,0,14,4,46,3,1,1
MIDDLE VALLEY,105,20,1,7,5,58,4,4,0
